0			0			-0.0287875
1			0			0.0143937
2			0			0.0143937
3			0			-0.0287875
4			0			0.0143937
5			0			0.0143937

0			0.05			-0.0286709
1			0.05			0.0143354
2			0.05			0.0143354
3			0.05			-0.0286709
4			0.05			0.0143354
5			0.05			0.0143354

0			0.1			-0.028322
1			0.1			0.014161
2			0.1			0.014161
3			0.1			-0.028322
4			0.1			0.014161
5			0.1			0.014161

0			0.15			-0.0277436
1			0.15			0.0138718
2			0.15			0.0138718
3			0.15			-0.0277436
4			0.15			0.0138718
5			0.15			0.0138718

0			0.2			-0.0269404
1			0.2			0.0134702
2			0.2			0.0134702
3			0.2			-0.0269404
4			0.2			0.0134702
5			0.2			0.0134702

0			0.25			-0.025919
1			0.25			0.0129595
2			0.25			0.0129595
3			0.25			-0.025919
4			0.25			0.0129595
5			0.25			0.0129595

0			0.3			-0.0246877
1			0.3			0.0123438
2			0.3			0.0123438
3			0.3			-0.0246877
4			0.3			0.0123438
5			0.3			0.0123438

0			0.35			-0.0232564
1			0.35			0.0116282
2			0.35			0.0116282
3			0.35			-0.0232564
4			0.35			0.0116282
5			0.35			0.0116282

0			0.4			-0.0216368
1			0.4			0.0108184
2			0.4			0.0108184
3			0.4			-0.0216368
4			0.4			0.0108184
5			0.4			0.0108184

0			0.45			-0.0198419
1			0.45			0.00992097
2			0.45			0.00992097
3			0.45			-0.0198419
4			0.45			0.00992097
5			0.45			0.00992097

0			0.5			-0.0178865
1			0.5			0.00894325
2			0.5			0.00894325
3			0.5			-0.0178865
4			0.5			0.00894325
5			0.5			0.00894325

0			0.55			-0.0157863
1			0.55			0.00789316
2			0.55			0.00789316
3			0.55			-0.0157863
4			0.55			0.00789316
5			0.55			0.00789316

0			0.6			-0.0135585
1			0.6			0.00677923
2			0.6			0.00677923
3			0.6			-0.0135585
4			0.6			0.00677923
5			0.6			0.00677923

0			0.65			-0.011221
1			0.65			0.0056105
2			0.65			0.0056105
3			0.65			-0.011221
4			0.65			0.0056105
5			0.65			0.0056105

0			0.7			-0.0087929
1			0.7			0.00439645
2			0.7			0.00439645
3			0.7			-0.0087929
4			0.7			0.00439645
5			0.7			0.00439645

0			0.75			-0.00629391
1			0.75			0.00314695
2			0.75			0.00314695
3			0.75			-0.00629391
4			0.75			0.00314695
5			0.75			0.00314695

0			0.8			-0.00374428
1			0.8			0.00187214
2			0.8			0.00187214
3			0.8			-0.00374428
4			0.8			0.00187214
5			0.8			0.00187214

0			0.85			-0.00116474
1			0.85			0.000582368
2			0.85			0.000582368
3			0.85			-0.00116474
4			0.85			0.000582368
5			0.85			0.000582368

0			0.9			0.00142379
1			0.9			-0.000711897
2			0.9			-0.000711897
3			0.9			0.00142379
4			0.9			-0.000711897
5			0.9			-0.000711897

0			0.95			0.00400029
1			0.95			-0.00200015
2			0.95			-0.00200015
3			0.95			0.00400029
4			0.95			-0.00200015
5			0.95			-0.00200015

0			1			0.00654384
1			1			-0.00327192
2			1			-0.00327192
3			1			0.00654384
4			1			-0.00327192
5			1			-0.00327192

0			1.05			0.0090338
1			1.05			-0.0045169
2			1.05			-0.0045169
3			1.05			0.0090338
4			1.05			-0.0045169
5			1.05			-0.0045169

0			1.1			0.0114499
1			1.1			-0.00572497
2			1.1			-0.00572497
3			1.1			0.0114499
4			1.1			-0.00572497
5			1.1			-0.00572497

0			1.15			0.0137727
1			1.15			-0.00688634
2			1.15			-0.00688634
3			1.15			0.0137727
4			1.15			-0.00688634
5			1.15			-0.00688634

0			1.2			0.0159831
1			1.2			-0.00799157
2			1.2			-0.00799157
3			1.2			0.0159831
4			1.2			-0.00799157
5			1.2			-0.00799157

0			1.25			0.0180634
1			1.25			-0.00903169
2			1.25			-0.00903169
3			1.25			0.0180634
4			1.25			-0.00903169
5			1.25			-0.00903169

0			1.3			0.0199965
1			1.3			-0.00999825
2			1.3			-0.00999825
3			1.3			0.0199965
4			1.3			-0.00999825
5			1.3			-0.00999825

0			1.35			0.0217669
1			1.35			-0.0108834
2			1.35			-0.0108834
3			1.35			0.0217669
4			1.35			-0.0108834
5			1.35			-0.0108834

0			1.4			0.02336
1			1.4			-0.01168
2			1.4			-0.01168
3			1.4			0.02336
4			1.4			-0.01168
5			1.4			-0.01168

0			1.45			0.0247631
1			1.45			-0.0123816
2			1.45			-0.0123816
3			1.45			0.0247631
4			1.45			-0.0123816
5			1.45			-0.0123816

0			1.5			0.0259648
1			1.5			-0.0129824
2			1.5			-0.0129824
3			1.5			0.0259648
4			1.5			-0.0129824
5			1.5			-0.0129824

0			1.55			0.0269552
1			1.55			-0.0134776
2			1.55			-0.0134776
3			1.55			0.0269552
4			1.55			-0.0134776
5			1.55			-0.0134776

0			1.6			0.0277263
1			1.6			-0.0138632
2			1.6			-0.0138632
3			1.6			0.0277263
4			1.6			-0.0138632
5			1.6			-0.0138632

0			1.65			0.028272
1			1.65			-0.014136
2			1.65			-0.014136
3			1.65			0.028272
4			1.65			-0.014136
5			1.65			-0.014136

0			1.7			0.0285877
1			1.7			-0.0142939
2			1.7			-0.0142939
3			1.7			0.0285877
4			1.7			-0.0142939
5			1.7			-0.0142939

0			1.75			0.028671
1			1.75			-0.0143355
2			1.75			-0.0143355
