t			Re(<psi(t)|phiT>)			Im(<psi(t)|phiT>)
0			-0.405989			0			0.405989
0.05			-0.406449			-0.00619121			0.406496
0.1			-0.407828			-0.0124654			0.408019
0.15			-0.410123			-0.0189048			0.410559
0.2			-0.413329			-0.0255909			0.41412
0.25			-0.417438			-0.0326032			0.418709
0.3			-0.422441			-0.0400192			0.424332
0.35			-0.428326			-0.0479137			0.430998
0.4			-0.435081			-0.0563582			0.438716
0.45			-0.44269			-0.0654206			0.447498
0.5			-0.451135			-0.0751646			0.457353
0.55			-0.460397			-0.0856495			0.468296
0.6			-0.470455			-0.0969294			0.480336
0.65			-0.481285			-0.109053			0.493486
0.7			-0.492864			-0.122064			0.507755
0.75			-0.505164			-0.135999			0.523151
0.8			-0.518158			-0.150888			0.53968
0.85			-0.531815			-0.166758			0.557347
0.9			-0.546104			-0.183624			0.576148
0.95			-0.560991			-0.201497			0.596081
1			-0.576444			-0.220383			0.617135
1.05			-0.592425			-0.240276			0.639296
1.1			-0.608898			-0.261168			0.662544
1.15			-0.625824			-0.28304			0.686853
1.2			-0.643164			-0.305869			0.712191
1.25			-0.660878			-0.329623			0.73852
1.3			-0.678925			-0.354265			0.765795
1.35			-0.697261			-0.379749			0.793966
1.4			-0.715843			-0.406026			0.822975
1.45			-0.734629			-0.433038			0.852761
1.5			-0.753573			-0.460722			0.883253
1.55			-0.77263			-0.48901			0.914378
1.6			-0.791755			-0.51783			0.946057
1.65			-0.810902			-0.547103			0.978204
1.7			-0.830025			-0.576746			1.01073
1.75			-0.849079			-0.606674			1.04355
1.8			-0.868015			-0.636796			1.07655
1.85			-0.886789			-0.667021			1.10965
1.9			-0.905355			-0.697253			1.14273
1.95			-0.923665			-0.727396			1.1757
2			-0.941676			-0.75735			1.20844
2.05			-0.959341			-0.787016			1.24086
2.1			-0.976616			-0.816295			1.27284
2.15			-0.993456			-0.845086			1.30427
2.2			-1.00982			-0.87329			1.33505
2.25			-1.02566			-0.90081			1.36508
2.3			-1.04094			-0.927549			1.39424
2.35			-1.05562			-0.953411			1.42244
2.4			-1.06966			-0.978306			1.44957
2.45			-1.08301			-1.00214			1.47554
2.5			-1.09565			-1.02484			1.50025
2.55			-1.10753			-1.04631			1.52361
2.6			-1.11862			-1.06648			1.54554
2.65			-1.12889			-1.08528			1.56596
2.7			-1.13831			-1.10263			1.58478
2.75			-1.14684			-1.11847			1.60194
2.8			-1.15445			-1.13276			1.61737
2.85			-1.16113			-1.14542			1.63102
2.9			-1.16684			-1.15642			1.64281
2.95			-1.17156			-1.16573			1.65271
3			-1.17526			-1.17329			1.66068
3.05			-1.17794			-1.17909			1.66667
3.1			-1.17957			-1.1831			1.67066
3.15			-1.18013			-1.18531			1.67262
3.2			-1.17961			-1.1857			1.67253
3.25			-1.178			-1.18428			1.67039
3.3			-1.17529			-1.18105			1.66619
3.35			-1.17148			-1.17601			1.65993
3.4			-1.16655			-1.16918			1.65161
3.45			-1.1605			-1.16059			1.64126
3.5			-1.15333			-1.15025			1.62888
3.55			-1.14505			-1.13819			1.6145
3.6			-1.13565			-1.12446			1.59815
3.65			-1.12514			-1.10909			1.57988
3.7			-1.11352			-1.09212			1.5597
3.75			-1.10081			-1.07362			1.53768
3.8			-1.08702			-1.05362			1.51385
3.85			-1.07216			-1.03218			1.48827
3.9			-1.05625			-1.00937			1.46099
3.95			-1.0393			-0.985249			1.43208
4			-1.02133			-0.959874			1.4016
4.05			-1.00236			-0.933314			1.3696
4.1			-0.982428			-0.905637			1.33617
4.15			-0.961542			-0.876914			1.30136
4.2			-0.939736			-0.847213			1.26526
4.25			-0.917037			-0.816605			1.22793
4.3			-0.893476			-0.785162			1.18945
