0			0			0.5
1			0			0.5
2			0			-0.5
3			0			-0.5

0			0.05			0.5
1			0.05			0.499376
2			0.05			-0.499376
3			0.05			-0.5

0			0.1			0.499998
1			0.1			0.497513
2			0.1			-0.497513
3			0.1			-0.499998

0			0.15			0.499992
1			0.15			0.494441
2			0.15			-0.494441
3			0.15			-0.499992

0			0.2			0.499975
1			0.2			0.490206
2			0.2			-0.490206
3			0.2			-0.499975

0			0.25			0.49994
1			0.25			0.484877
2			0.25			-0.484877
3			0.25			-0.49994

0			0.3			0.499876
1			0.3			0.478534
2			0.3			-0.478534
3			0.3			-0.499876

0			0.35			0.499773
1			0.35			0.471276
2			0.35			-0.471276
3			0.35			-0.499773

0			0.4			0.499617
1			0.4			0.463216
2			0.4			-0.463216
3			0.4			-0.499617

0			0.45			0.499393
1			0.45			0.454478
2			0.45			-0.454478
3			0.45			-0.499393

0			0.5			0.499086
1			0.5			0.445195
2			0.5			-0.445195
3			0.5			-0.499086

0			0.55			0.49868
1			0.55			0.435511
2			0.55			-0.435511
3			0.55			-0.49868

0			0.6			0.498159
1			0.6			0.425571
2			0.6			-0.425571
3			0.6			-0.498159

0			0.65			0.497506
1			0.65			0.415526
2			0.65			-0.415526
3			0.65			-0.497506

0			0.7			0.496705
1			0.7			0.405527
2			0.7			-0.405527
3			0.7			-0.496705

0			0.75			0.49574
1			0.75			0.395721
2			0.75			-0.395721
3			0.75			-0.49574

0			0.8			0.494598
1			0.8			0.386253
2			0.8			-0.386253
3			0.8			-0.494598

0			0.85			0.493265
1			0.85			0.377258
2			0.85			-0.377258
3			0.85			-0.493265

0			0.9			0.491731
1			0.9			0.368866
2			0.9			-0.368866
3			0.9			-0.491731

0			0.95			0.489984
1			0.95			0.361192
2			0.95			-0.361192
3			0.95			-0.489984

0			1			0.488019
1			1			0.35434
2			1			-0.35434
3			1			-0.488019

0			1.05			0.485831
1			1.05			0.348399
2			1.05			-0.348399
3			1.05			-0.485831

0			1.1			0.483417
1			1.1			0.343441
2			1.1			-0.343441
3			1.1			-0.483417

0			1.15			0.480779
1			1.15			0.339521
2			1.15			-0.339521
3			1.15			-0.480779

0			1.2			0.477919
1			1.2			0.336676
2			1.2			-0.336676
3			1.2			-0.477919

0			1.25			0.474844
1			1.25			0.334926
2			1.25			-0.334926
3			1.25			-0.474844

0			1.3			0.471563
1			1.3			0.33427
2			1.3			-0.33427
3			1.3			-0.471563

0			1.35			0.468089
1			1.35			0.334689
2			1.35			-0.334689
3			1.35			-0.468089

0			1.4			0.464435
1			1.4			0.336146
2			1.4			-0.336146
3			1.4			-0.464435

0			1.45			0.460621
1			1.45			0.338586
2			1.45			-0.338586
3			1.45			-0.460621

0			1.5			0.456665
1			1.5			0.341939
2			1.5			-0.341939
3			1.5			-0.456665

0			1.55			0.45259
1			1.55			0.346118
2			1.55			-0.346118
3			1.55			-0.45259

0			1.6			0.448419
1			1.6			0.351023
2			1.6			-0.351023
3			1.6			-0.448419

0			1.65			0.444179
1			1.65			0.356541
2			1.65			-0.356541
3			1.65			-0.444179

0			1.7			0.439897
1			1.7			0.362552
2			1.7			-0.362552
3			1.7			-0.439897

0			1.75			0.4356
1			1.75			0.368924
2			1.75			-0.368924
3			1.75			-0.4356

0			1.8			0.431317
1			1.8			0.375522
2			1.8			-0.375522
3			1.8			-0.431317

0			1.85			0.427078
1			1.85			0.382208
2			1.85			-0.382208
3			1.85			-0.427078

0			1.9			0.42291
1			1.9			0.38884
2			1.9			-0.38884
3			1.9			-0.42291

0			1.95			0.418842
1			1.95			0.395279
2			1.95			-0.395279
3			1.95			-0.418842

0			2			0.4149
1			2			0.401391
2			2			-0.401391
3			2			-0.4149

0			2.05			0.411111
1			2.05			0.407044
2			2.05			-0.407044
3			2.05			-0.411111

0			2.1			0.4075
1			2.1			0.412117
2			2.1			-0.412117
3			2.1			-0.4075

0			2.15			0.404086
1			2.15			0.416497
2			2.15			-0.416497
3			2.15			-0.404086

0			2.2			0.400892
1			2.2			0.420082
2			2.2			-0.420082
3			2.2			-0.400892

0			2.25			0.397933
1			2.25			0.422784
2			2.25			-0.422784
3			2.25			-0.397933

0			2.3			0.395225
1			2.3			0.424529
2			2.3			-0.424529
3			2.3			-0.395225

0			2.35			0.392778
1			2.35			0.425257
2			2.35			-0.425257
3			2.35			-0.392778

0			2.4			0.3906
1			2.4			0.424927
2			2.4			-0.424927
3			2.4			-0.3906

0			2.45			0.388695
1			2.45			0.423511
2			2.45			-0.423511
3			2.45			-0.388695

0			2.5			0.387067
1			2.5			0.421
2			2.5			-0.421
3			2.5			-0.387067

0			2.55			0.385711
1			2.55			0.417401
2			2.55			-0.417401
3			2.55			-0.385711

0			2.6			0.384623
1			2.6			0.412739
2			2.6			-0.412739
3			2.6			-0.384623

0			2.65			0.383793
1			2.65			0.407053
2			2.65			-0.407053
3			2.65			-0.383793

0			2.7			0.38321
1			2.7			0.400398
2			2.7			-0.400398
3			2.7			-0.38321

0			2.75			0.382858
1			2.75			0.392843
2			2.75			-0.392843
3			2.75			-0.382858

0			2.8			0.38272
1			2.8			0.384469
2			2.8			-0.384469
3			2.8			-0.38272

0			2.85			0.382775
1			2.85			0.375368
2			2.85			-0.375368
3			2.85			-0.382775

0			2.9			0.383
1			2.9			0.365644
2			2.9			-0.365644
3			2.9			-0.383

0			2.95			0.383371
1			2.95			0.355407
2			2.95			-0.355407
3			2.95			-0.383371

0			3			0.38386
1			3			0.344773
2			3			-0.344773
3			3			-0.38386

0			3.05			0.384439
1			3.05			0.333862
2			3.05			-0.333862
3			3.05			-0.384439

0			3.1			0.38508
1			3.1			0.322798
2			3.1			-0.322798
3			3.1			-0.38508

0			3.15			0.385754
1			3.15			0.311703
2			3.15			-0.311703
3			3.15			-0.385754

0			3.2			0.38643
1			3.2			0.3007
2			3.2			-0.3007
3			3.2			-0.38643

0			3.25			0.387079
1			3.25			0.289905
2			3.25			-0.289905
3			3.25			-0.387079

0			3.3			0.387672
1			3.3			0.279432
2			3.3			-0.279432
3			3.3			-0.387672

0			3.35			0.388181
1			3.35			0.269387
2			3.35			-0.269387
3			3.35			-0.388181

0			3.4			0.388578
1			3.4			0.259869
2			3.4			-0.259869
3			3.4			-0.388578

0			3.45			0.388839
1			3.45			0.250964
2			3.45			-0.250964
3			3.45			-0.388839

0			3.5			0.388939
1			3.5			0.242753
2			3.5			-0.242753
3			3.5			-0.388939

0			3.55			0.388858
1			3.55			0.2353
2			3.55			-0.2353
3			3.55			-0.388858

0			3.6			0.388575
1			3.6			0.22866
2			3.6			-0.22866
3			3.6			-0.388575

0			3.65			0.388076
1			3.65			0.222876
2			3.65			-0.222876
3			3.65			-0.388076

0			3.7			0.387344
1			3.7			0.217976
2			3.7			-0.217976
3			3.7			-0.387344

0			3.75			0.386371
1			3.75			0.213975
2			3.75			-0.213975
3			3.75			-0.386371

0			3.8			0.385147
1			3.8			0.210879
2			3.8			-0.210879
3			3.8			-0.385147

0			3.85			0.383667
1			3.85			0.208677
2			3.85			-0.208677
3			3.85			-0.383667

0			3.9			0.381931
1			3.9			0.207349
2			3.9			-0.207349
3			3.9			-0.381931

0			3.95			0.379938
1			3.95			0.206864
2			3.95			-0.206864
3			3.95			-0.379938

0			4			0.377693
1			4			0.20718
2			4			-0.20718
3			4			-0.377693

0			4.05			0.375202
1			4.05			0.208247
2			4.05			-0.208247
3			4.05			-0.375202

0			4.1			0.372476
1			4.1			0.210007
2			4.1			-0.210007
3			4.1			-0.372476

0			4.15			0.369526
1			4.15			0.212394
2			4.15			-0.212394
3			4.15			-0.369526

0			4.2			0.366368
1			4.2			0.215338
2			4.2			-0.215338
3			4.2			-0.366368

0			4.25			0.363018
1			4.25			0.218765
2			4.25			-0.218765
3			4.25			-0.363018

0			4.3			0.359496
1			4.3			0.222599
2			4.3			-0.222599
3			4.3			-0.359496

0			4.35			0.355821
1			4.35			0.22676
2			4.35			-0.22676
3			4.35			-0.355821

0			4.4			0.352018
1			4.4			0.23117
2			4.4			-0.23117
3			4.4			-0.352018
