0.003			-nan(ind)
0.006			0
0.009			0
0.012			0
0.015			1.57898e-11
0.018			3.83781e-11
0.021			2.10263e-09
0.024			4.43102e-08
0.027			4.62148e-07
0.03			2.94955e-06
0.033			1.31972e-05
0.036			4.53114e-05
0.039			0.000127059
0.042			0.000304199
0.045			0.000642323
0.048			0.00122555
0.051			0.00215242
0.054			0.00352996
0.057			0.00546716
0.06			0.00806884
0.063			0.0114306
0.066			0.0156353
0.069			0.0207508
0.072			0.026829
0.075			0.0339062
0.078			0.0420036
0.081			0.0511294
0.084			0.0612795
0.087			0.0724402
0.09			0.0845891
0.093			0.0976973
0.096			0.11173
0.099			0.126651
0.102			0.142416
0.105			0.158985
0.108			0.176313
0.111			0.194354
0.114			0.213065
0.117			0.2324
0.12			0.252317
0.123			0.272773
0.126			0.293727
0.129			0.315137
0.132			0.336966
0.135			0.359175
0.138			0.381729
0.141			0.404593
0.144			0.427734
0.147			0.451121
0.15			0.474723
0.153			0.498512
0.156			0.522459
0.159			0.54654
0.162			0.570729
0.165			0.595003
0.168			0.619339
0.171			0.643717
0.174			0.668116
0.177			0.692518
0.18			0.716905
0.183			0.741259
0.186			0.765565
0.189			0.789808
0.192			0.813973
0.195			0.838047
0.198			0.862017
0.201			0.885872
0.204			0.9096
0.207			0.93319
0.21			0.956632
0.213			0.979917
0.216			1.00304
0.219			1.02598
0.222			1.04874
0.225			1.07131
0.228			1.09369
0.231			1.11586
0.234			1.13782
0.237			1.15956
0.24			1.18108
0.243			1.20237
0.246			1.22343
0.249			1.24426
0.252			1.26484
0.255			1.28517
0.258			1.30525
0.261			1.32508
0.264			1.34465
0.267			1.36396
0.27			1.383
0.273			1.40177
0.276			1.42028
0.279			1.43851
0.282			1.45646
0.285			1.47413
0.288			1.49152
0.291			1.50863
0.294			1.52546
0.297			1.54199
0.3			1.55824
0.303			1.57419
0.306			1.58986
0.309			1.60523
0.312			1.62031
0.315			1.63509
0.318			1.64958
0.321			1.66377
0.324			1.67766
0.327			1.69126
0.33			1.70456
0.333			1.71756
0.336			1.73026
0.339			1.74266
0.342			1.75477
0.345			1.76658
0.348			1.7781
0.351			1.78931
0.354			1.80024
0.357			1.81087
0.36			1.8212
0.363			1.83124
0.366			1.841
0.369			1.85046
0.372			1.85963
0.375			1.86852
0.378			1.87712
0.381			1.88544
0.384			1.89347
0.387			1.90123
0.39			1.90871
0.393			1.91591
0.396			1.92284
0.399			1.92949
0.402			1.93588
0.405			1.942
0.408			1.94786
0.411			1.95346
0.414			1.95879
0.417			1.96387
0.42			1.9687
0.423			1.97327
0.426			1.9776
0.429			1.98168
0.432			1.98552
0.435			1.98911
0.438			1.99248
0.441			1.9956
0.444			1.9985
0.447			2.00117
0.45			2.00362
0.453			2.00584
0.456			2.00785
0.459			2.00964
0.462			2.01122
0.465			2.01259
0.468			2.01375
0.471			2.01472
0.474			2.01548
0.477			2.01605
0.48			2.01643
0.483			2.01662
0.486			2.01662
0.489			2.01644
0.492			2.01608
0.495			2.01554
0.498			2.01483
0.501			2.01396
0.504			2.01291
0.507			2.0117
0.51			2.01034
0.513			2.00881
0.516			2.00714
0.519			2.00531
0.522			2.00333
0.525			2.00121
0.528			1.99895
0.531			1.99655
0.534			1.99402
0.537			1.99135
0.54			1.98856
0.543			1.98564
0.546			1.98259
0.549			1.97943
0.552			1.97614
0.555			1.97275
0.558			1.96924
0.561			1.96562
0.564			1.96189
0.567			1.95807
0.57			1.95414
0.573			1.95011
0.576			1.94599
0.579			1.94177
0.582			1.93746
0.585			1.93307
0.588			1.92859
0.591			1.92402
0.594			1.91938
0.597			1.91465
0.6			1.90985
0.603			1.90498
0.606			1.90003
0.609			1.89502
0.612			1.88994
0.615			1.88479
0.618			1.87958
0.621			1.87431
0.624			1.86898
0.627			1.86359
0.63			1.85815
0.633			1.85266
0.636			1.84711
0.639			1.84152
0.642			1.83588
0.645			1.83019
0.648			1.82446
0.651			1.81869
0.654			1.81288
0.657			1.80703
0.66			1.80114
0.663			1.79522
0.666			1.78926
0.669			1.78327
0.672			1.77725
0.675			1.7712
0.678			1.76513
0.681			1.75902
0.684			1.7529
0.687			1.74675
0.69			1.74057
0.693			1.73438
0.696			1.72817
0.699			1.72194
0.702			1.71569
0.705			1.70942
0.708			1.70314
0.711			1.69685
0.714			1.69055
0.717			1.68423
0.72			1.6779
0.723			1.67157
0.726			1.66523
0.729			1.65887
0.732			1.65252
0.735			1.64616
0.738			1.63979
0.741			1.63342
0.744			1.62705
0.747			1.62067
0.75			1.6143
0.753			1.60792
0.756			1.60155
0.759			1.59518
0.762			1.58881
0.765			1.58244
0.768			1.57607
0.771			1.56972
0.774			1.56336
0.777			1.55701
0.78			1.55067
0.783			1.54434
0.786			1.53801
0.789			1.53169
0.792			1.52539
0.795			1.51909
0.798			1.5128
0.801			1.50652
0.804			1.50025
0.807			1.49399
0.81			1.48775
0.813			1.48152
0.816			1.4753
0.819			1.46909
0.822			1.4629
0.825			1.45672
0.828			1.45056
0.831			1.44441
0.834			1.43828
0.837			1.43216
0.84			1.42606
0.843			1.41998
0.846			1.41391
0.849			1.40786
0.852			1.40183
0.855			1.39581
0.858			1.38982
0.861			1.38384
0.864			1.37788
0.867			1.37194
0.87			1.36601
0.873			1.36011
0.876			1.35423
0.879			1.34836
0.882			1.34252
0.885			1.3367
0.888			1.33089
0.891			1.32511
0.894			1.31935
0.897			1.31361
0.9			1.30789
0.903			1.30219
0.906			1.29651
0.909			1.29085
0.912			1.28522
0.915			1.27961
0.918			1.27401
0.921			1.26845
0.924			1.2629
0.927			1.25737
0.93			1.25187
0.933			1.24639
0.936			1.24093
0.939			1.2355
0.942			1.23008
0.945			1.22469
0.948			1.21933
0.951			1.21398
0.954			1.20866
0.957			1.20336
0.96			1.19809
0.963			1.19283
0.966			1.1876
0.969			1.1824
0.972			1.17721
0.975			1.17205
0.978			1.16691
0.981			1.1618
0.984			1.15671
0.987			1.15164
0.99			1.14659
0.993			1.14157
0.996			1.13657
0.999			1.13159
1.002			1.12664
1.005			1.12171
1.008			1.1168
1.011			1.11192
1.014			1.10706
1.017			1.10222
1.02			1.0974
1.023			1.09261
1.026			1.08784
1.029			1.08309
1.032			1.07837
1.035			1.07367
1.038			1.06899
1.041			1.06433
1.044			1.0597
1.047			1.05509
1.05			1.0505
1.053			1.04594
1.056			1.04139
1.059			1.03687
1.062			1.03238
1.065			1.0279
1.068			1.02345
1.071			1.01901
1.074			1.0146
1.077			1.01022
1.08			1.00585
1.083			1.00151
1.086			0.997185
1.089			0.992885
1.092			0.988606
1.095			0.984349
1.098			0.980114
1.101			0.9759
1.104			0.971707
1.107			0.967536
1.11			0.963386
1.113			0.959257
1.116			0.955149
1.119			0.951062
1.122			0.946996
1.125			0.942951
1.128			0.938926
1.131			0.934923
1.134			0.930939
1.137			0.926977
1.14			0.923035
1.143			0.919113
1.146			0.915211
1.149			0.911329
1.152			0.907468
1.155			0.903627
1.158			0.899805
1.161			0.896003
1.164			0.892221
1.167			0.888459
1.17			0.884716
1.173			0.880993
1.176			0.877289
1.179			0.873604
1.182			0.869938
1.185			0.866292
1.188			0.862665
1.191			0.859056
1.194			0.855467
1.197			0.851896
1.2			0.848343
1.203			0.84481
1.206			0.841295
1.209			0.837798
1.212			0.834319
1.215			0.830859
1.218			0.827417
1.221			0.823992
1.224			0.820586
1.227			0.817198
1.23			0.813827
1.233			0.810474
1.236			0.807139
1.239			0.803821
1.242			0.80052
1.245			0.797237
1.248			0.793971
1.251			0.790722
1.254			0.78749
1.257			0.784275
1.26			0.781077
1.263			0.777896
1.266			0.774731
1.269			0.771583
1.272			0.768451
1.275			0.765336
1.278			0.762237
1.281			0.759155
1.284			0.756088
1.287			0.753038
1.29			0.750003
1.293			0.746985
1.296			0.743982
1.299			0.740995
1.302			0.738024
1.305			0.735068
1.308			0.732127
1.311			0.729202
1.314			0.726292
1.317			0.723398
1.32			0.720518
1.323			0.717654
1.326			0.714804
1.329			0.71197
1.332			0.70915
1.335			0.706345
1.338			0.703554
1.341			0.700778
1.344			0.698017
1.347			0.69527
1.35			0.692537
1.353			0.689818
1.356			0.687113
1.359			0.684423
1.362			0.681746
1.365			0.679084
1.368			0.676435
1.371			0.6738
1.374			0.671178
1.377			0.66857
1.38			0.665976
1.383			0.663395
1.386			0.660827
1.389			0.658273
1.392			0.655731
1.395			0.653203
1.398			0.650688
1.401			0.648186
1.404			0.645697
1.407			0.64322
1.41			0.640757
1.413			0.638305
1.416			0.635867
1.419			0.633441
1.422			0.631028
1.425			0.628626
1.428			0.626238
1.431			0.623861
1.434			0.621496
1.437			0.619144
1.44			0.616804
1.443			0.614475
1.446			0.612159
1.449			0.609854
1.452			0.607561
1.455			0.60528
1.458			0.60301
1.461			0.600752
1.464			0.598505
1.467			0.59627
1.47			0.594046
1.473			0.591833
1.476			0.589631
1.479			0.587441
1.482			0.585261
1.485			0.583093
1.488			0.580936
1.491			0.578789
1.494			0.576653
1.497			0.574528
1.5			0.572414
1.503			0.57031
1.506			0.568217
1.509			0.566135
1.512			0.564062
1.515			0.562
1.518			0.559949
1.521			0.557908
1.524			0.555877
1.527			0.553856
1.53			0.551845
1.533			0.549844
1.536			0.547853
1.539			0.545872
1.542			0.543901
1.545			0.541939
1.548			0.539988
1.551			0.538046
1.554			0.536113
1.557			0.53419
1.56			0.532277
1.563			0.530373
1.566			0.528478
1.569			0.526593
1.572			0.524717
1.575			0.522851
1.578			0.520993
1.581			0.519145
1.584			0.517305
1.587			0.515475
1.59			0.513653
1.593			0.511841
1.596			0.510037
1.599			0.508242
1.602			0.506456
1.605			0.504679
1.608			0.50291
1.611			0.50115
1.614			0.499398
1.617			0.497655
1.62			0.49592
1.623			0.494194
1.626			0.492476
1.629			0.490766
1.632			0.489065
1.635			0.487371
1.638			0.485686
1.641			0.484009
1.644			0.48234
1.647			0.48068
1.65			0.479027
1.653			0.477382
1.656			0.475744
1.659			0.474115
1.662			0.472493
1.665			0.47088
