0.142857 0.031831 0.0227635
0.142857 0.063662 0.0077647
0.142857 0.095493 0.0389559
0.142857 0.127324 0.00742688
0.142857 0.159155 0.0278456
0.142857 0.190986 0.0432608
0.142857 0.222817 3.71297
0.142857 0.254648 0.0517029
0.142857 0.286479 0.0153345
0.142857 0.31831 0.00890871
0.142857 0.350141 0.00415257
0.142857 0.381972 0.011729
0.142857 0.413803 0.0112546
0.142857 0.445634 0.0031873
0.142857 0.477465 0.00557203
0.142857 0.509296 0.0296651
0.142857 0.541127 0.152729
0.142857 0.572958 0.00472489
0.142857 0.604789 0.00920909
0.142857 0.63662 0.0064926
0.142857 0.668451 0.0409087
0.142857 0.700282 0.021137
0.142857 0.732113 0.0752826
0.142857 0.763944 0.00613986
0.142857 0.795775 0.0679143
0.142857 0.827606 0.0481296
0.142857 0.859437 0.0736174
0.142857 0.891268 0.116039
0.142857 0.923099 0.108084
0.142857 0.95493 0.0303265
0.142857 0.986761 0.0281814

0.285714 0.031831 0.0222523
0.285714 0.063662 0.00644844
0.285714 0.095493 0.0107335
0.285714 0.127324 0.0029867
0.285714 0.159155 0.00675897
0.285714 0.190986 0.00337094
0.285714 0.222817 0.0322645
0.285714 0.254648 0.00524214
0.285714 0.286479 0.00861914
0.285714 0.31831 0.0142227
0.285714 0.350141 0.0295178
0.285714 0.381972 0.183824
0.285714 0.413803 2.8219
0.285714 0.445634 0.0751915
0.285714 0.477465 0.0274413
0.285714 0.509296 0.067385
0.285714 0.541127 0.0552968
0.285714 0.572958 0.00641976
0.285714 0.604789 0.0108482
0.285714 0.63662 0.012182
0.285714 0.668451 0.0127679
0.285714 0.700282 0.00791921
0.285714 0.732113 0.0215432
0.285714 0.763944 0.0144002
0.285714 0.795775 0.0809997
0.285714 0.827606 0.133424
0.285714 0.859437 0.0114151
0.285714 0.891268 0.0252466
0.285714 0.923099 0.00992216
0.285714 0.95493 0.0159355
0.285714 0.986761 0.0232935

0.428571 0.031831 0.0157783
0.428571 0.063662 0.00516258
0.428571 0.095493 0.0459169
0.428571 0.127324 0.00287912
0.428571 0.159155 0.00378602
0.428571 0.190986 0.00259164
0.428571 0.222817 0.043716
0.428571 0.254648 0.00343856
0.428571 0.286479 0.00618132
0.428571 0.31831 0.00753561
0.428571 0.350141 0.00713646
0.428571 0.381972 0.0259513
0.428571 0.413803 0.0248473
0.428571 0.445634 0.0259497
