0.2 0.031831 0.0224146
0.2 0.063662 0.0065732
0.2 0.095493 0.00435751
0.2 0.127324 0.0215115
0.2 0.159155 0.00510779
0.2 0.190986 0.00454707
0.2 0.222817 0.00742788
0.2 0.254648 0.0165246
0.2 0.286479 0.0881906
0.2 0.31831 0.532021
0.2 0.350141 0.0290319
0.2 0.381972 0.010966
0.2 0.413803 0.0119529
0.2 0.445634 0.00376799
0.2 0.477465 0.00328947
0.2 0.509296 0.0150597
0.2 0.541127 0.0135264
0.2 0.572958 0.00661503
0.2 0.604789 0.00331308
0.2 0.63662 0.0360798
0.2 0.668451 0.0179789
0.2 0.700282 0.0721304
0.2 0.732113 0.0052892
0.2 0.763944 0.0424684
0.2 0.795775 0.124451
0.2 0.827606 0.0624205
0.2 0.859437 0.034611
0.2 0.891268 0.282343
0.2 0.923099 0.0234955
0.2 0.95493 0.0463622
0.2 0.986761 0.0492166

0.4 0.031831 0.0225226
0.4 0.063662 0.00646223
0.4 0.095493 0.00369802
0.4 0.127324 0.00580647
0.4 0.159155 0.00304857
0.4 0.190986 0.00370843
0.4 0.222817 0.0166843
0.4 0.254648 0.0124465
0.4 0.286479 0.00534435
0.4 0.31831 0.00942052
0.4 0.350141 0.00639223
0.4 0.381972 0.0093886
0.4 0.413803 0.0170838
0.4 0.445634 0.0298392
0.4 0.477465 0.0947165
0.4 0.509296 2.11709
0.4 0.541127 0.266571
0.4 0.572958 0.0539339
0.4 0.604789 0.0226841
0.4 0.63662 0.0904191
0.4 0.668451 0.0188967
0.4 0.700282 0.180148
0.4 0.732113 0.0159344
0.4 0.763944 0.225692
0.4 0.795775 0.292115
0.4 0.827606 0.0672809
0.4 0.859437 0.0183504
0.4 0.891268 0.3416
0.4 0.923099 0.0263973
0.4 0.95493 0.065916
0.4 0.986761 0.0977702

0.6 0.031831 0.0468627
0.6 0.063662 0.0136737
0.6 0.095493 0.00984865
0.6 0.127324 0.08465
0.6 0.159155 0.0123113
0.6 0.190986 0.00522502
0.6 0.222817 0.0047248
0.6 0.254648 0.00519033
0.6 0.286479 0.00969868
0.6 0.31831 0.0365743
0.6 0.350141 0.0087259
0.6 0.381972 0.0118738
0.6 0.413803 0.0245289
0.6 0.445634 0.0226638
0.6 0.477465 0.0462541
0.6 0.509296 0.195752
0.6 0.541127 1.64546
0.6 0.572958 0.507228
0.6 0.604789 0.0884503
0.6 0.63662 0.525114
0.6 0.668451 0.0436339
0.6 0.700282 0.189125
0.6 0.732113 0.0246883
0.6 0.763944 0.181559
0.6 0.795775 1.15658
0.6 0.827606 0.0813891
0.6 0.859437 0.0360514
0.6 0.891268 0.525453
0.6 0.923099 0.0746655
0.6 0.95493 0.0839027
0.6 0.986761 0.192107

0.8 0.031831 0.02718
0.8 0.063662 0.00914512
0.8 0.095493 0.00628989
0.8 0.127324 0.00642847
0.8 0.159155 0.00647549
0.8 0.190986 0.00787305
0.8 0.222817 0.0120764
0.8 0.254648 0.016016
0.8 0.286479 0.0279213
0.8 0.31831 0.0795407
0.8 0.350141 0.0966509
0.8 0.381972 0.546498
0.8 0.413803 2.55552
0.8 0.445634 0.159135
0.8 0.477465 0.058505
0.8 0.509296 0.0945559
0.8 0.541127 0.0843371
0.8 0.572958 0.0432631
0.8 0.604789 0.031128
0.8 0.63662 1.06366
0.8 0.668451 0.0761965
0.8 0.700282 1.67882
0.8 0.732113 0.0427458
0.8 0.763944 0.108003
0.8 0.795775 0.61853
0.8 0.827606 0.418816
0.8 0.859437 0.103227
0.8 0.891268 1.53271
0.8 0.923099 0.0735954
0.8 0.95493 0.0769157
0.8 0.986761 0.375063

1 0.031831 0.175296
1 0.063662 0.180829
1 0.095493 0.516187
1 0.127324 12.0261
1 0.159155 1.29089
1 0.190986 0.25426
1 0.222817 0.143284
1 0.254648 0.0849684
1 0.286479 0.0445857
1 0.31831 0.0435049
1 0.350141 0.0274381
1 0.381972 0.0339215
1 0.413803 0.073613
1 0.445634 0.0612543
1 0.477465 0.524277
1 0.509296 0.337719
1 0.541127 0.272123
1 0.572958 0.146719
1 0.604789 0.0556409
1 0.63662 0.352201
1 0.668451 1.04702
1 0.700282 0.521072
1 0.732113 0.0728177
1 0.763944 1.20274
1 0.795775 0.69789
1 0.827606 0.174233
1 0.859437 0.0480056
1 0.891268 0.470638
1 0.923099 0.112256
1 0.95493 0.129017
1 0.986761 0.138982

